,DATE,SUBSCRIBERS_GAINED,SUBSCRIBERS_LOST,VIEWS,WATCH_HOURS,LIKES,SHARES,COMMENTS,TOTAL_SUBSCRIBERS,weekday,type
800,2021-10-27,95,23,3116,509,180,41,20,26516,Wednesday,organic
801,2021-10-28,82,19,3922,421,236,40,26,26579,Thursday,organic
802,2021-10-29,87,23,3348,333,228,38,20,26643,Friday,organic
803,2021-10-30,83,22,4853,597,339,44,23,26704,Saturday,paid
804,2021-10-31,83,22,5275,622,354,38,20,26765,Sunday,paid
805,2021-11-01,84,19,3264,423,206,51,22,26830,Monday,organic
806,2021-11-02,89,19,3454,427,207,37,23,26900,Tuesday,paid
807,2021-11-03,83,23,3741,484,265,44,20,26960,Wednesday,organic
808,2021-11-04,98,19,3755,491,212,50,20,27039,Thursday,organic
809,2021-11-05,79,22,3315,429,234,46,25,27096,Friday,paid
810,2021-11-06,86,18,5216,727,327,44,23,27164,Saturday,organic
811,2021-11-07,84,23,6094,679,267,39,23,27225,Sunday,paid
812,2021-11-08,100,19,3865,441,174,37,23,27306,Monday,organic
813,2021-11-09,89,23,4462,478,206,47,22,27372,Tuesday,paid
814,2021-11-10,97,23,4147,442,242,50,26,27446,Wednesday,paid
815,2021-11-11,75,20,4150,530,237,42,22,27501,Thursday,organic
816,2021-11-12,90,23,3219,377,240,38,23,27568,Friday,organic
817,2021-11-13,96,22,6059,627,297,33,18,27642,Saturday,organic
818,2021-11-14,89,20,5621,654,384,39,20,27711,Sunday,paid
819,2021-11-15,98,19,3574,461,199,43,19,27790,Monday,organic
820,2021-11-16,84,17,3861,498,225,51,24,27857,Tuesday,organic
821,2021-11-17,101,22,4173,442,221,47,16,27936,Wednesday,organic
822,2021-11-18,109,18,4020,380,217,45,21,28027,Thursday,paid
823,2021-11-19,86,22,3507,481,251,42,15,28091,Friday,organic
824,2021-11-20,85,21,6221,717,309,41,20,28155,Saturday,paid
825,2021-11-21,102,23,5444,538,288,50,21,28234,Sunday,paid
826,2021-11-22,103,21,3977,445,223,45,25,28316,Monday,paid
827,2021-11-23,85,21,3791,375,214,35,23,28380,Tuesday,organic
828,2021-11-24,86,23,3840,417,298,41,20,28443,Wednesday,paid
829,2021-11-25,87,23,4245,407,238,40,24,28507,Thursday,paid
830,2021-11-26,77,23,3549,484,214,42,22,28561,Friday,paid
831,2021-11-27,81,23,7128,681,300,47,22,28619,Saturday,organic
832,2021-11-28,81,18,4902,586,273,44,19,28682,Sunday,paid
833,2021-11-29,83,24,3773,489,201,44,20,28741,Monday,organic
834,2021-11-30,90,23,4181,385,227,50,20,28808,Tuesday,paid
835,2021-12-01,92,20,4286,465,257,41,22,28880,Wednesday,organic
836,2021-12-02,104,21,4027,414,250,53,22,28963,Thursday,organic
837,2021-12-03,81,22,4063,435,230,42,26,29022,Friday,organic
838,2021-12-04,99,22,6411,712,327,45,23,29099,Saturday,organic
839,2021-12-05,89,23,6043,714,348,43,16,29165,Sunday,organic
840,2021-12-06,90,25,4720,514,214,45,23,29230,Monday,organic
841,2021-12-07,97,25,4511,450,265,47,19,29302,Tuesday,paid
842,2021-12-08,81,19,4546,468,222,47,20,29364,Wednesday,paid
843,2021-12-09,94,24,3794,435,225,42,20,29434,Thursday,organic
844,2021-12-10,93,25,4186,464,177,40,21,29502,Friday,organic
845,2021-12-11,96,23,6169,714,334,56,19,29575,Saturday,organic
846,2021-12-12,94,25,5747,678,370,43,23,29644,Sunday,organic
847,2021-12-13,114,27,4433,374,204,48,19,29731,Monday,paid
848,2021-12-14,86,25,4068,473,211,38,23,29792,Tuesday,organic
849,2021-12-15,87,23,4603,475,247,44,28,29856,Wednesday,organic
850,2021-12-16,86,25,3875,427,195,45,19,29917,Thursday,paid
851,2021-12-17,87,23,5109,400,253,48,22,29981,Friday,organic
852,2021-12-18,86,23,5982,790,325,33,17,30044,Saturday,organic
853,2021-12-19,103,22,6747,724,331,46,22,30125,Sunday,organic
854,2021-12-20,105,26,4771,450,204,40,24,30204,Monday,organic
855,2021-12-21,87,21,4189,409,239,47,24,30270,Tuesday,organic
856,2021-12-22,85,26,4844,424,287,41,23,30329,Wednesday,paid
857,2021-12-23,97,24,3932,523,249,42,25,30402,Thursday,organic
858,2021-12-24,87,19,5159,469,211,45,29,30470,Friday,organic
859,2021-12-25,99,24,6799,657,385,41,27,30545,Saturday,organic
860,2021-12-26,95,18,6415,732,336,44,21,30622,Sunday,organic
861,2021-12-27,79,24,4432,427,264,40,19,30677,Monday,organic
862,2021-12-28,107,25,4961,535,251,37,22,30759,Tuesday,paid
863,2021-12-29,110,21,4341,529,164,51,21,30848,Wednesday,paid
864,2021-12-30,87,23,4285,444,209,40,24,30912,Thursday,organic
865,2021-12-31,90,27,4551,437,255,45,20,30975,Friday,paid
866,2022-01-01,96,22,6187,517,355,50,23,31049,Saturday,organic
867,2022-01-02,97,20,8329,597,313,43,25,31126,Sunday,organic
868,2022-01-03,100,26,4451,405,219,42,23,31200,Monday,paid
869,2022-01-04,113,28,5134,475,189,47,21,31285,Tuesday,organic
870,2022-01-05,92,23,4861,454,232,52,26,31354,Wednesday,organic
871,2022-01-06,86,25,4312,407,286,41,19,31415,Thursday,paid
872,2022-01-07,81,26,4802,457,254,46,22,31470,Friday,organic
873,2022-01-08,87,21,7807,742,430,38,23,31536,Saturday,organic
874,2022-01-09,94,22,7135,744,384,45,23,31608,Sunday,organic
875,2022-01-10,111,26,5451,382,260,47,24,31693,Monday,paid
876,2022-01-11,90,27,5391,466,282,43,25,31756,Tuesday,paid
877,2022-01-12,97,24,5364,408,245,45,23,31829,Wednesday,paid
878,2022-01-13,95,21,4708,516,232,40,22,31903,Thursday,paid
879,2022-01-14,106,28,4420,511,261,47,22,31981,Friday,organic
880,2022-01-15,119,22,7009,648,406,52,22,32078,Saturday,paid
881,2022-01-16,90,22,7646,658,339,42,25,32146,Sunday,organic
882,2022-01-17,90,24,5295,454,220,44,22,32212,Monday,organic
883,2022-01-18,105,27,3947,369,241,50,25,32290,Tuesday,organic
884,2022-01-19,102,25,5059,493,258,53,23,32367,Wednesday,paid
885,2022-01-20,113,24,5165,464,257,40,22,32456,Thursday,organic
886,2022-01-21,101,25,4964,524,204,46,25,32532,Friday,paid
887,2022-01-22,92,24,8684,639,426,49,22,32600,Saturday,paid
888,2022-01-23,102,25,8049,673,336,47,25,32677,Sunday,paid
889,2022-01-24,107,17,5847,407,233,36,24,32767,Monday,organic
890,2022-01-25,104,23,5078,432,218,50,22,32848,Tuesday,paid
891,2022-01-26,101,24,5701,424,305,55,25,32925,Wednesday,organic
892,2022-01-27,107,21,6087,529,246,48,25,33011,Thursday,organic
893,2022-01-28,108,25,5942,448,220,43,26,33094,Friday,paid
894,2022-01-29,110,23,7046,732,391,45,26,33181,Saturday,organic
895,2022-01-30,103,28,7739,696,388,56,25,33256,Sunday,organic
896,2022-01-31,95,27,5131,422,237,52,21,33324,Monday,paid
897,2022-02-01,98,23,5596,476,262,51,30,33399,Tuesday,organic
898,2022-02-02,109,23,5723,513,222,50,20,33485,Wednesday,organic
899,2022-02-03,89,24,4924,426,230,45,26,33550,Thursday,paid
900,2022-02-04,101,23,5432,525,193,47,25,33628,Friday,paid
901,2022-02-05,93,24,6482,667,315,48,21,33697,Saturday,paid
902,2022-02-06,98,22,9328,694,430,51,24,33773,Sunday,organic
903,2022-02-07,110,21,5175,513,283,56,24,33862,Monday,paid
904,2022-02-08,99,25,5505,455,245,54,27,33936,Tuesday,paid
905,2022-02-09,98,25,5324,490,284,41,22,34009,Wednesday,organic
906,2022-02-10,84,22,6144,473,240,49,23,34071,Thursday,organic
907,2022-02-11,105,26,3961,496,238,52,18,34150,Friday,paid
908,2022-02-12,104,22,8312,559,369,52,28,34232,Saturday,paid
909,2022-02-13,119,25,8266,601,363,45,21,34326,Sunday,organic
910,2022-02-14,95,26,5334,521,240,63,25,34395,Monday,paid
911,2022-02-15,100,24,6573,542,273,42,24,34471,Tuesday,organic
912,2022-02-16,101,25,5125,447,249,43,24,34547,Wednesday,organic
913,2022-02-17,114,23,6078,480,263,50,26,34638,Thursday,organic
914,2022-02-18,98,24,5861,508,271,59,28,34712,Friday,organic
915,2022-02-19,101,24,9591,792,384,45,25,34789,Saturday,organic
916,2022-02-20,105,22,7972,591,334,48,26,34872,Sunday,paid
917,2022-02-21,101,24,5294,451,213,54,25,34949,Monday,paid
918,2022-02-22,95,20,6357,479,251,49,27,35024,Tuesday,paid
919,2022-02-23,101,23,5990,531,243,47,23,35102,Wednesday,paid
920,2022-02-24,110,24,4871,620,250,52,27,35188,Thursday,organic
921,2022-02-25,89,24,5467,485,247,51,27,35253,Friday,organic
922,2022-02-26,101,24,9029,640,468,54,27,35330,Saturday,organic
923,2022-02-27,93,24,9446,777,322,56,23,35399,Sunday,organic
924,2022-02-28,112,26,5430,564,199,51,24,35485,Monday,paid
925,2022-03-01,85,27,4139,504,257,51,25,35543,Tuesday,paid
926,2022-03-02,94,23,6164,454,240,51,21,35614,Wednesday,organic
927,2022-03-03,104,21,5156,548,257,52,28,35697,Thursday,organic
928,2022-03-04,116,22,4699,534,264,50,24,35791,Friday,organic
929,2022-03-05,100,23,6345,675,423,50,25,35868,Saturday,paid
930,2022-03-06,95,24,9596,781,319,56,23,35939,Sunday,organic
931,2022-03-07,119,23,6007,552,237,57,21,36035,Monday,paid
932,2022-03-08,86,21,5810,562,262,42,23,36100,Tuesday,paid
933,2022-03-09,78,24,6785,500,271,50,25,36154,Wednesday,organic
934,2022-03-10,105,25,6352,486,307,46,26,36234,Thursday,paid
935,2022-03-11,96,26,6951,566,276,48,25,36304,Friday,organic
936,2022-03-12,91,23,7741,666,375,52,26,36372,Saturday,paid
937,2022-03-13,108,24,8982,792,345,53,24,36456,Sunday,paid
938,2022-03-14,104,22,5047,437,238,50,26,36538,Monday,organic
939,2022-03-15,96,25,5895,560,238,40,29,36609,Tuesday,organic
940,2022-03-16,88,23,5894,494,270,45,27,36674,Wednesday,organic
941,2022-03-17,110,26,6435,572,260,55,27,36758,Thursday,organic
942,2022-03-18,108,20,6094,533,220,36,26,36846,Friday,organic
943,2022-03-19,101,24,9685,669,364,56,21,36923,Saturday,paid
944,2022-03-20,121,26,9776,873,414,53,22,37018,Sunday,organic
945,2022-03-21,91,25,7413,589,263,57,26,37084,Monday,organic
946,2022-03-22,86,32,5916,555,269,50,25,37138,Tuesday,paid
947,2022-03-23,95,26,5542,472,265,40,26,37207,Wednesday,organic
948,2022-03-24,102,22,6279,496,297,53,29,37287,Thursday,paid
949,2022-03-25,105,25,5644,519,261,57,27,37367,Friday,organic
950,2022-03-26,100,21,10586,714,369,55,28,37446,Saturday,organic
951,2022-03-27,106,25,8969,900,348,47,25,37527,Sunday,organic
952,2022-03-28,90,23,5814,521,263,51,23,37594,Monday,paid
953,2022-03-29,118,28,5879,375,194,48,25,37684,Tuesday,paid
954,2022-03-30,102,24,6622,532,252,47,23,37762,Wednesday,paid
955,2022-03-31,115,25,6088,497,252,56,29,37852,Thursday,paid
956,2022-04-01,107,24,5795,512,222,45,27,37935,Friday,organic
957,2022-04-02,108,30,10848,745,351,47,27,38013,Saturday,organic
958,2022-04-03,109,25,8512,837,418,45,29,38097,Sunday,paid
959,2022-04-04,108,30,6233,575,264,44,20,38175,Monday,organic
960,2022-04-05,110,27,6622,532,261,52,27,38258,Tuesday,paid
961,2022-04-06,117,27,5207,501,267,57,22,38348,Wednesday,organic
962,2022-04-07,106,26,6527,517,261,50,25,38428,Thursday,paid
963,2022-04-08,111,26,5575,520,291,44,25,38513,Friday,organic
964,2022-04-09,103,20,10126,717,394,56,27,38596,Saturday,organic
965,2022-04-10,119,25,8461,826,333,60,26,38690,Sunday,organic
966,2022-04-11,97,28,6678,545,302,48,29,38759,Monday,paid
967,2022-04-12,123,25,6940,602,270,49,24,38857,Tuesday,organic
968,2022-04-13,104,22,6791,588,245,54,27,38939,Wednesday,organic
969,2022-04-14,89,25,6412,487,228,60,26,39003,Thursday,paid
970,2022-04-15,106,30,6113,566,271,49,21,39079,Friday,organic
971,2022-04-16,98,29,8848,711,387,45,23,39148,Saturday,organic
972,2022-04-17,114,26,53881,841,2272,275,125,39236,Sunday,organic
973,2022-04-18,98,28,5826,498,253,56,29,39306,Monday,organic
974,2022-04-19,100,25,5615,472,240,52,27,39381,Tuesday,paid
975,2022-04-20,85,21,6683,541,286,49,23,39445,Wednesday,paid
976,2022-04-21,100,23,5768,385,287,57,25,39522,Thursday,organic
977,2022-04-22,80,30,5672,435,267,55,31,39572,Friday,organic
978,2022-04-23,89,25,8045,777,421,48,26,39636,Saturday,organic
979,2022-04-24,114,25,8947,798,394,53,25,39725,Sunday,paid
980,2022-04-25,114,25,6215,509,270,45,27,39814,Monday,organic
981,2022-04-26,110,31,6419,445,295,56,28,39893,Tuesday,organic
982,2022-04-27,96,30,6862,486,281,51,25,39959,Wednesday,paid
983,2022-04-28,106,32,6595,551,260,50,27,40033,Thursday,paid
984,2022-04-29,106,26,6143,562,301,52,25,40113,Friday,organic
985,2022-04-30,94,27,9206,795,303,53,28,40180,Saturday,paid
986,2022-05-01,122,22,9867,889,480,57,27,40280,Sunday,paid
987,2022-05-02,116,30,7053,554,220,56,27,40366,Monday,paid
988,2022-05-03,104,23,6333,493,249,52,24,40447,Tuesday,organic
989,2022-05-04,107,27,5957,518,265,57,24,40527,Wednesday,organic
990,2022-05-05,109,23,5626,459,263,55,29,40613,Thursday,paid
991,2022-05-06,85,25,5341,529,294,51,26,40673,Friday,organic
992,2022-05-07,104,24,9984,892,358,52,27,40753,Saturday,organic
993,2022-05-08,100,25,9893,858,411,52,25,40828,Sunday,organic
994,2022-05-09,96,25,6590,611,252,56,29,40899,Monday,organic
995,2022-05-10,104,25,6146,520,276,51,25,40978,Tuesday,organic
996,2022-05-11,127,29,7096,610,266,51,26,41076,Wednesday,organic
997,2022-05-12,114,23,5914,527,271,64,29,41167,Thursday,paid
998,2022-05-13,101,27,6803,618,254,58,30,41241,Friday,paid
999,2022-05-14,114,30,9270,807,382,49,25,41325,Saturday,paid
1000,2022-05-15,123,25,8730,867,415,57,32,41423,Sunday,organic
1001,2022-05-16,118,25,6558,620,295,54,27,41516,Monday,organic
1002,2022-05-17,109,26,6438,530,254,56,24,41599,Tuesday,organic
1003,2022-05-18,101,30,6398,553,246,54,28,41670,Wednesday,paid
1004,2022-05-19,116,27,6220,611,287,60,26,41759,Thursday,organic
1005,2022-05-20,113,25,6139,535,270,56,28,41847,Friday,paid
1006,2022-05-21,118,28,11438,706,439,53,27,41937,Saturday,organic
1007,2022-05-22,116,24,10313,990,369,59,27,42029,Sunday,paid
1008,2022-05-23,120,29,6583,518,223,55,24,42120,Monday,organic
1009,2022-05-24,103,28,6199,553,257,55,29,42195,Tuesday,paid
1010,2022-05-25,123,26,6739,608,251,56,24,42292,Wednesday,organic
1011,2022-05-26,111,24,6430,512,270,54,24,42379,Thursday,paid
1012,2022-05-27,132,24,6120,491,255,54,28,42487,Friday,paid
1013,2022-05-28,102,28,8865,840,439,51,31,42561,Saturday,organic
1014,2022-05-29,128,30,9054,673,397,50,26,42659,Sunday,paid
1015,2022-05-30,112,25,4150,532,277,49,29,42746,Monday,paid
1016,2022-05-31,102,28,6194,561,278,47,30,42820,Tuesday,organic
1017,2022-06-01,104,21,5759,534,279,50,29,42903,Wednesday,organic
1018,2022-06-02,106,25,7008,464,273,53,26,42984,Thursday,paid
1019,2022-06-03,115,27,6046,637,288,55,24,43072,Friday,paid
1020,2022-06-04,116,25,7962,834,379,53,21,43163,Saturday,organic
1021,2022-06-05,104,24,8976,945,469,42,26,43243,Sunday,paid
1022,2022-06-06,110,25,5374,537,269,63,30,43328,Monday,organic
1023,2022-06-07,134,28,6274,503,239,61,24,43434,Tuesday,paid
1024,2022-06-08,130,27,6153,567,281,57,29,43537,Wednesday,paid
1025,2022-06-09,115,21,6540,541,252,65,25,43631,Thursday,organic
1026,2022-06-10,111,21,5485,488,295,49,27,43721,Friday,organic
1027,2022-06-11,112,26,8946,952,507,65,29,43807,Saturday,organic
1028,2022-06-12,118,28,7683,780,382,50,25,43897,Sunday,paid
1029,2022-06-13,100,20,6335,453,286,56,28,43977,Monday,paid
1030,2022-06-14,108,26,6214,629,229,48,26,44059,Tuesday,paid
1031,2022-06-15,93,26,6187,528,290,55,29,44126,Wednesday,organic
1032,2022-06-16,116,31,5883,523,253,57,28,44211,Thursday,paid
1033,2022-06-17,119,26,6113,459,261,54,28,44304,Friday,paid
1034,2022-06-18,106,28,10195,982,372,59,32,44382,Saturday,paid
1035,2022-06-19,129,28,8515,729,448,56,29,44483,Sunday,paid
1036,2022-06-20,98,21,5911,562,307,52,26,44560,Monday,organic
1037,2022-06-21,95,30,5185,610,280,52,27,44625,Tuesday,organic
1038,2022-06-22,114,28,5299,583,255,60,27,44711,Wednesday,organic
1039,2022-06-23,124,29,5847,557,324,52,28,44806,Thursday,organic
1040,2022-06-24,131,39,6414,465,259,61,35,44898,Friday,organic
1041,2022-06-25,107,22,8423,774,330,63,29,44983,Saturday,organic
1042,2022-06-26,125,32,8420,859,439,46,22,45076,Sunday,organic
1043,2022-06-27,112,27,5502,518,250,62,26,45161,Monday,paid
1044,2022-06-28,111,28,5416,575,309,67,22,45244,Tuesday,organic
1045,2022-06-29,123,28,5876,602,271,57,27,45339,Wednesday,paid
1046,2022-06-30,120,27,4841,618,299,59,22,45432,Thursday,paid
1047,2022-07-01,95,26,6407,495,321,62,25,45501,Friday,organic
1048,2022-07-02,130,29,7933,1033,372,54,23,45602,Saturday,organic
1049,2022-07-03,129,23,9090,913,399,57,29,45708,Sunday,organic
1050,2022-07-04,106,30,4921,566,281,49,28,45784,Monday,paid
1051,2022-07-05,118,27,5999,629,327,57,29,45875,Tuesday,organic
1052,2022-07-06,119,25,5987,702,265,59,28,45969,Wednesday,paid
1053,2022-07-07,116,27,5810,486,267,59,24,46058,Thursday,paid
1054,2022-07-08,107,31,5026,556,297,62,29,46134,Friday,organic
1055,2022-07-09,106,26,8558,651,402,52,33,46214,Saturday,paid
1056,2022-07-10,114,29,7343,870,433,53,29,46299,Sunday,paid
1057,2022-07-11,127,26,5398,591,240,67,27,46400,Monday,organic
1058,2022-07-12,120,30,6092,568,348,56,24,46490,Tuesday,paid
1059,2022-07-13,110,30,5949,534,247,58,25,46570,Wednesday,paid
1060,2022-07-14,123,33,5504,454,276,56,29,46660,Thursday,paid
1061,2022-07-15,82,28,4947,594,285,52,31,46714,Friday,paid
1062,2022-07-16,128,30,8731,984,511,66,29,46812,Saturday,paid
1063,2022-07-17,95,28,8196,808,372,54,30,46879,Sunday,paid
1064,2022-07-18,111,32,4177,599,343,50,30,46958,Monday,paid
1065,2022-07-19,102,26,5850,484,308,54,30,47034,Tuesday,paid
1066,2022-07-20,100,30,5399,601,299,45,26,47104,Wednesday,organic
1067,2022-07-21,128,28,6047,553,259,53,29,47204,Thursday,organic
1068,2022-07-22,110,28,4794,532,304,52,26,47286,Friday,organic
1069,2022-07-23,119,29,5497,799,400,61,28,47376,Saturday,paid
1070,2022-07-24,115,29,8259,831,487,53,29,47462,Sunday,paid
1071,2022-07-25,121,28,5499,600,260,62,33,47555,Monday,paid
1072,2022-07-26,116,29,4429,502,285,65,25,47642,Tuesday,organic
1073,2022-07-27,101,33,4796,556,273,62,30,47710,Wednesday,organic
1074,2022-07-28,127,31,6765,577,261,56,33,47806,Thursday,paid
1075,2022-07-29,110,31,5129,516,311,58,31,47885,Friday,paid
1076,2022-07-30,98,27,8495,1027,457,49,31,47956,Saturday,organic
1077,2022-07-31,111,26,7384,796,487,57,30,48041,Sunday,paid
1078,2022-08-01,134,31,4154,542,238,53,32,48144,Monday,organic
1079,2022-08-02,126,31,5150,525,321,62,25,48239,Tuesday,paid
1080,2022-08-03,112,33,5088,687,364,73,25,48318,Wednesday,paid
1081,2022-08-04,112,27,5006,615,278,61,29,48403,Thursday,paid
1082,2022-08-05,113,28,5143,529,347,46,22,48488,Friday,organic
1083,2022-08-06,141,24,7992,973,426,56,32,48605,Saturday,organic
1084,2022-08-07,121,28,7652,894,378,59,32,48698,Sunday,paid
1085,2022-08-08,122,32,4514,600,283,59,27,48788,Monday,paid
1086,2022-08-09,129,27,5406,565,323,54,28,48890,Tuesday,paid
1087,2022-08-10,120,31,4141,542,268,60,29,48979,Wednesday,organic
1088,2022-08-11,114,28,4080,607,275,51,29,49065,Thursday,organic
1089,2022-08-12,115,30,5501,555,311,53,29,49150,Friday,organic
1090,2022-08-13,117,26,8056,1042,441,62,31,49241,Saturday,organic
1091,2022-08-14,117,29,7607,771,466,52,28,49329,Sunday,paid
1092,2022-08-15,126,20,4380,679,301,62,32,49435,Monday,paid
1093,2022-08-16,118,28,4721,583,308,50,30,49525,Tuesday,organic
1094,2022-08-17,127,24,4937,608,282,69,27,49628,Wednesday,paid
1095,2022-08-18,117,33,4254,640,302,54,33,49712,Thursday,paid
1096,2022-08-19,119,31,4678,554,268,57,25,49800,Friday,paid
1097,2022-08-20,95,30,8058,964,499,61,29,49865,Saturday,paid
1098,2022-08-21,129,34,8628,648,415,55,32,49960,Sunday,paid
1099,2022-08-22,123,26,4813,550,329,60,27,50057,Monday,organic
1100,2022-08-23,130,34,5396,538,289,62,30,50153,Tuesday,paid
1101,2022-08-24,84,32,4049,519,302,65,31,50205,Wednesday,paid
1102,2022-08-25,144,29,5330,582,282,64,27,50320,Thursday,organic
1103,2022-08-26,117,33,4591,618,267,58,29,50404,Friday,organic
1104,2022-08-27,132,26,7707,955,367,58,29,50510,Saturday,organic
1105,2022-08-28,107,27,7282,915,399,73,28,50590,Sunday,organic
1106,2022-08-29,127,28,5627,557,288,65,36,50689,Monday,paid
1107,2022-08-30,107,28,4530,619,304,54,27,50768,Tuesday,organic
1108,2022-08-31,112,26,5269,605,329,60,32,50854,Wednesday,paid
1109,2022-09-01,143,33,4813,654,285,57,28,50964,Thursday,paid
1110,2022-09-02,117,29,4868,645,272,59,26,51052,Friday,organic
1111,2022-09-03,122,31,7275,901,384,52,30,51143,Saturday,paid
1112,2022-09-04,130,28,6777,819,471,57,31,51245,Sunday,organic
1113,2022-09-05,126,24,4923,561,341,70,32,51347,Monday,organic
1114,2022-09-06,122,30,4894,568,338,63,34,51439,Tuesday,organic
1115,2022-09-07,125,24,5040,582,322,45,38,51540,Wednesday,paid
1116,2022-09-08,149,29,4959,618,320,67,30,51660,Thursday,organic
1117,2022-09-09,120,26,5305,645,352,66,28,51754,Friday,paid
1118,2022-09-10,123,36,8046,900,466,58,31,51841,Saturday,organic
1119,2022-09-11,133,32,6588,906,481,64,29,51942,Sunday,organic
1120,2022-09-12,134,30,5331,613,292,55,33,52046,Monday,organic
1121,2022-09-13,135,34,4320,573,261,57,26,52147,Tuesday,paid
1122,2022-09-14,129,27,5188,549,281,69,37,52249,Wednesday,organic
1123,2022-09-15,107,31,5201,499,302,58,32,52325,Thursday,organic
1124,2022-09-16,141,30,3961,564,304,49,25,52436,Friday,paid
1125,2022-09-17,107,31,7412,952,541,60,28,52512,Saturday,organic
1126,2022-09-18,125,34,6998,847,459,60,32,52603,Sunday,organic
1127,2022-09-19,112,32,4523,593,339,68,33,52683,Monday,organic
1128,2022-09-20,121,31,5556,637,290,60,26,52773,Tuesday,paid
1129,2022-09-21,126,25,4575,641,294,58,32,52874,Wednesday,paid
1130,2022-09-22,126,27,4501,544,264,67,24,52973,Thursday,paid
1131,2022-09-23,127,30,4933,671,282,61,30,53070,Friday,paid
1132,2022-09-24,142,30,7851,1018,481,56,33,53182,Saturday,organic
1133,2022-09-25,128,27,7245,813,457,68,28,53283,Sunday,organic
1134,2022-09-26,119,37,5473,561,334,62,25,53365,Monday,organic
1135,2022-09-27,134,35,5165,685,311,61,31,53464,Tuesday,paid
1136,2022-09-28,137,32,3837,604,295,62,28,53569,Wednesday,paid
1137,2022-09-29,107,30,4650,477,372,54,32,53646,Thursday,paid
1138,2022-09-30,130,30,4637,528,304,58,27,53746,Friday,paid
1139,2022-10-01,131,27,7730,898,513,61,28,53850,Saturday,organic
1140,2022-10-02,119,30,5444,814,442,60,24,53939,Sunday,paid
1141,2022-10-03,140,31,6181,590,329,69,31,54048,Monday,organic
1142,2022-10-04,121,26,5192,618,336,62,30,54143,Tuesday,organic
1143,2022-10-05,125,31,5009,707,314,66,27,54237,Wednesday,paid
1144,2022-10-06,121,30,5526,599,235,61,31,54328,Thursday,paid
1145,2022-10-07,124,24,6107,684,309,68,34,54428,Friday,paid
1146,2022-10-08,110,28,8079,1059,520,64,30,54510,Saturday,paid
1147,2022-10-09,106,29,8148,1060,487,61,31,54587,Sunday,organic
1148,2022-10-10,144,36,5033,637,323,61,31,54695,Monday,organic
1149,2022-10-11,113,32,4905,498,256,56,27,54776,Tuesday,organic
1150,2022-10-12,112,26,4747,649,287,65,37,54862,Wednesday,organic
1151,2022-10-13,97,32,4579,686,323,61,29,54927,Thursday,paid
1152,2022-10-14,116,26,4657,616,323,59,33,55017,Friday,organic
1153,2022-10-15,108,34,6500,1095,522,69,33,55091,Saturday,organic
1154,2022-10-16,145,29,7471,1014,459,54,30,55207,Sunday,organic
1155,2022-10-17,137,30,4181,658,324,59,33,55314,Monday,paid
1156,2022-10-18,116,35,5135,691,312,68,31,55395,Tuesday,paid
1157,2022-10-19,153,27,5031,645,281,64,26,55521,Wednesday,organic
1158,2022-10-20,137,26,5134,469,241,62,30,55632,Thursday,organic
1159,2022-10-21,121,29,4806,594,326,64,29,55724,Friday,paid
1160,2022-10-22,94,34,9970,1050,477,63,29,55784,Saturday,paid
1161,2022-10-23,154,26,8682,862,439,53,27,55912,Sunday,organic
1162,2022-10-24,108,22,4471,613,262,60,34,55998,Monday,organic
1163,2022-10-25,105,29,5239,562,333,72,36,56074,Tuesday,organic
1164,2022-10-26,138,33,4821,740,305,58,34,56179,Wednesday,paid
1165,2022-10-27,156,35,4624,734,331,60,35,56300,Thursday,paid
1166,2022-10-28,143,29,4468,573,373,59,30,56414,Friday,paid
1167,2022-10-29,133,30,8096,958,370,62,29,56517,Saturday,paid
1168,2022-10-30,133,35,7253,880,438,59,29,56615,Sunday,paid
1169,2022-10-31,137,25,5706,669,308,66,33,56727,Monday,organic
1170,2022-11-01,136,30,5736,663,361,64,32,56833,Tuesday,paid
1171,2022-11-02,130,32,5953,683,264,68,31,56931,Wednesday,organic
1172,2022-11-03,128,33,4801,653,377,56,35,57026,Thursday,paid
1173,2022-11-04,126,30,5516,818,320,61,32,57122,Friday,paid
1174,2022-11-05,117,31,8424,852,469,61,29,57208,Saturday,paid
1175,2022-11-06,123,23,7571,787,465,66,29,57308,Sunday,paid
1176,2022-11-07,105,29,4905,609,303,58,33,57384,Monday,organic
1177,2022-11-08,126,33,6192,535,350,69,35,57477,Tuesday,organic
1178,2022-11-09,114,28,5473,540,283,71,33,57563,Wednesday,organic
1179,2022-11-10,113,31,5710,572,328,57,37,57645,Thursday,paid
1180,2022-11-11,129,33,4944,578,306,60,37,57741,Friday,paid
1181,2022-11-12,145,30,7120,864,441,60,33,57856,Saturday,organic
1182,2022-11-13,139,32,7674,1005,601,80,29,57963,Sunday,organic
1183,2022-11-14,107,28,5377,606,332,61,27,58042,Monday,paid
1184,2022-11-15,115,31,4882,627,338,74,30,58126,Tuesday,paid
1185,2022-11-16,140,33,5478,696,355,55,34,58233,Wednesday,paid
1186,2022-11-17,115,32,4574,591,274,57,37,58316,Thursday,organic
1187,2022-11-18,125,30,4906,623,376,59,33,58411,Friday,organic
1188,2022-11-19,135,32,8877,996,360,58,35,58514,Saturday,paid
1189,2022-11-20,116,34,8855,775,444,62,31,58596,Sunday,paid
1190,2022-11-21,130,25,5369,489,306,59,34,58701,Monday,paid
